type,smell,hibernate-core-3.3.0.GA,hibernate-core-3.5.0-Final,hibernate-core-3.6.0.Final,hibernate-core-4.0.0.Final,hibernate-core-4.1.0.Final,hibernate-core-4.2.0.Final,hibernate-core-4.3.0.Final,hibernate-core-5.0.0.Final,hibernate-core-5.1.0.Final,hibernate-core-5.2.0.Final,hibernate-core-5.3.0.Final,hibernate-core-5.4.0.Final
cd,org.hibernate.jdbc;org.hibernate.stat;org.hibernate.cache;org.hibernate.impl;org.hibernate.loader.criteria;org.hibernate.hql.ast.util;org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.engine;org.hibernate.type_SeverityScore,382.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.jdbc;org.hibernate.stat;org.hibernate.cache;org.hibernate.impl;org.hibernate.loader.criteria;org.hibernate.hql.ast.util;org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.engine;org.hibernate.type_PageRank,111.1691515051693,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.jdbc;org.hibernate.stat;org.hibernate.cache;org.hibernate.impl;org.hibernate.loader.criteria;org.hibernate.hql.ast.util;org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.engine;org.hibernate.type_NumSetOfElement,10.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.jdbc;org.hibernate.stat;org.hibernate.cache;org.hibernate.impl;org.hibernate.loader.criteria;org.hibernate.hql.ast.util;org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.engine;org.hibernate.type_TotNumOfSetOfElement,494.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.type;org.hibernate.collection.internal;org.hibernate.engine.spi;org.hibernate.persister.collection_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,476.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.type;org.hibernate.collection.internal;org.hibernate.engine.spi;org.hibernate.persister.collection_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,152.8621933498236,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.type;org.hibernate.collection.internal;org.hibernate.engine.spi;org.hibernate.persister.collection_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,5.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.type;org.hibernate.collection.internal;org.hibernate.engine.spi;org.hibernate.persister.collection_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1028.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.tuple.entity;org.hibernate.tuple.component;org.hibernate.boot.internal;org.hibernate.query.spi;org.hibernate.engine.query.spi;org.hibernate.query.internal;org.hibernate.jpa.graph.internal;org.hibernate.metamodel.internal;org.hibernate.tuple;org.hibernate.id_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,717.0,-Infinity,-Infinity,
cd,org.hibernate.tuple.entity;org.hibernate.tuple.component;org.hibernate.boot.internal;org.hibernate.query.spi;org.hibernate.engine.query.spi;org.hibernate.query.internal;org.hibernate.jpa.graph.internal;org.hibernate.metamodel.internal;org.hibernate.tuple;org.hibernate.id_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,85.87930602377041,-Infinity,-Infinity,
cd,org.hibernate.tuple.entity;org.hibernate.tuple.component;org.hibernate.boot.internal;org.hibernate.query.spi;org.hibernate.engine.query.spi;org.hibernate.query.internal;org.hibernate.jpa.graph.internal;org.hibernate.metamodel.internal;org.hibernate.tuple;org.hibernate.id_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,10.0,-Infinity,-Infinity,
cd,org.hibernate.tuple.entity;org.hibernate.tuple.component;org.hibernate.boot.internal;org.hibernate.query.spi;org.hibernate.engine.query.spi;org.hibernate.query.internal;org.hibernate.jpa.graph.internal;org.hibernate.metamodel.internal;org.hibernate.tuple;org.hibernate.id_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1308.0,-Infinity,-Infinity,
cd,org.hibernate.boot.model.naming;org.hibernate.boot.model.relational;org.hibernate.boot.registry;org.hibernate.boot.registry.internal;org.hibernate.boot.registry.selector.internal;org.hibernate.engine.transaction.jta.platform.internal;org.hibernate.cfg;org.hibernate.cfg.annotations;org.hibernate.mapping;org.hibernate.tool.hbm2ddl_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,736.0,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.boot.model.naming;org.hibernate.boot.model.relational;org.hibernate.boot.registry;org.hibernate.boot.registry.internal;org.hibernate.boot.registry.selector.internal;org.hibernate.engine.transaction.jta.platform.internal;org.hibernate.cfg;org.hibernate.cfg.annotations;org.hibernate.mapping;org.hibernate.tool.hbm2ddl_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,103.5010571327582,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.boot.model.naming;org.hibernate.boot.model.relational;org.hibernate.boot.registry;org.hibernate.boot.registry.internal;org.hibernate.boot.registry.selector.internal;org.hibernate.engine.transaction.jta.platform.internal;org.hibernate.cfg;org.hibernate.cfg.annotations;org.hibernate.mapping;org.hibernate.tool.hbm2ddl_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,10.0,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.boot.model.naming;org.hibernate.boot.model.relational;org.hibernate.boot.registry;org.hibernate.boot.registry.internal;org.hibernate.boot.registry.selector.internal;org.hibernate.engine.transaction.jta.platform.internal;org.hibernate.cfg;org.hibernate.cfg.annotations;org.hibernate.mapping;org.hibernate.tool.hbm2ddl_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1150.0,-Infinity,-Infinity,-Infinity,
ud,org.hibernate.event.spi_SeverityScore,-Infinity,-Infinity,-Infinity,38.0,40.0,44.0,45.0,57.0,53.0,70.0,79.0,80.0,
ud,org.hibernate.event.spi_PageRank,-Infinity,-Infinity,-Infinity,61.22915822018024,64.60777044854493,65.56868938511957,52.45776517012591,49.53456997355737,49.603459656437124,90.86574469115256,88.37360210578416,87.74442936659206,
ud,org.hibernate.event.spi_NumSetOfElement,-Infinity,-Infinity,-Infinity,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,
ud,org.hibernate.event.spi_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,789.0,807.0,863.0,1028.0,1176.0,1150.0,1308.0,1496.0,1507.0,
cd,org.hibernate.cache;org.hibernate.impl;org.hibernate.criterion;org.hibernate.loader.criteria;org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.engine;org.hibernate.jdbc;org.hibernate.stat_SeverityScore,361.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cache;org.hibernate.impl;org.hibernate.criterion;org.hibernate.loader.criteria;org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.engine;org.hibernate.jdbc;org.hibernate.stat_PageRank,89.2519276562855,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cache;org.hibernate.impl;org.hibernate.criterion;org.hibernate.loader.criteria;org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.engine;org.hibernate.jdbc;org.hibernate.stat_NumSetOfElement,9.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cache;org.hibernate.impl;org.hibernate.criterion;org.hibernate.loader.criteria;org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.engine;org.hibernate.jdbc;org.hibernate.stat_TotNumOfSetOfElement,494.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.hql.internal.ast;org.hibernate.hql.internal.ast.tree_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1565.0,1899.0,-Infinity,2078.0,2439.0,2463.0,
cd,org.hibernate.hql.internal.ast;org.hibernate.hql.internal.ast.tree_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,21.976256506292657,22.518400984782712,-Infinity,22.661366363922085,29.111111635785463,28.9177500028281,
cd,org.hibernate.hql.internal.ast;org.hibernate.hql.internal.ast.tree_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,2.0,2.0,-Infinity,2.0,2.0,2.0,
cd,org.hibernate.hql.internal.ast;org.hibernate.hql.internal.ast.tree_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1028.0,1176.0,-Infinity,1308.0,1496.0,1507.0,
ud,org.hibernate.boot.jaxb_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,61.0,69.0,78.0,-Infinity,
ud,org.hibernate.boot.jaxb_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,13.71220664139396,13.679829613573048,13.472898565428924,-Infinity,
ud,org.hibernate.boot.jaxb_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,2.0,2.0,2.0,-Infinity,
ud,org.hibernate.boot.jaxb_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1150.0,1308.0,1496.0,-Infinity,
cd,org.hibernate.cfg;org.hibernate.impl;org.hibernate.engine.query;org.hibernate.hql;org.hibernate.hql.classic;org.hibernate.persister.entity;org.hibernate.id_SeverityScore,-Infinity,338.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.impl;org.hibernate.engine.query;org.hibernate.hql;org.hibernate.hql.classic;org.hibernate.persister.entity;org.hibernate.id_PageRank,-Infinity,67.80454592315927,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.impl;org.hibernate.engine.query;org.hibernate.hql;org.hibernate.hql.classic;org.hibernate.persister.entity;org.hibernate.id_NumSetOfElement,-Infinity,7.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.impl;org.hibernate.engine.query;org.hibernate.hql;org.hibernate.hql.classic;org.hibernate.persister.entity;org.hibernate.id_TotNumOfSetOfElement,-Infinity,636.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
ud,org.hibernate.param_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,72.0,
ud,org.hibernate.param_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,37.80118837000437,
ud,org.hibernate.param_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,2.0,
ud,org.hibernate.param_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1507.0,
cd,org.hibernate.cfg;org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.persister.entity;org.hibernate.id_SeverityScore,-Infinity,272.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.persister.entity;org.hibernate.id_PageRank,-Infinity,84.73320055580314,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.persister.entity;org.hibernate.id_NumSetOfElement,-Infinity,5.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.persister.entity;org.hibernate.id_TotNumOfSetOfElement,-Infinity,636.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.cfg.annotations;org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.persister.entity;org.hibernate.loader.entity;org.hibernate.loader;org.hibernate.impl_SeverityScore,-Infinity,-Infinity,446.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.cfg.annotations;org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.persister.entity;org.hibernate.loader.entity;org.hibernate.loader;org.hibernate.impl_PageRank,-Infinity,-Infinity,112.13337711751844,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.cfg.annotations;org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.persister.entity;org.hibernate.loader.entity;org.hibernate.loader;org.hibernate.impl_NumSetOfElement,-Infinity,-Infinity,8.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.cfg.annotations;org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.persister.entity;org.hibernate.loader.entity;org.hibernate.loader;org.hibernate.impl_TotNumOfSetOfElement,-Infinity,-Infinity,611.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.dialect;org.hibernate.sql_SeverityScore,626.0,-Infinity,-Infinity,1174.0,1128.0,1198.0,1568.0,1904.0,-Infinity,2080.0,2442.0,2465.0,
cd,org.hibernate.dialect;org.hibernate.sql_PageRank,26.910007704949855,-Infinity,-Infinity,44.08356202976785,41.355760532438865,45.364856107861975,49.60869285430085,56.32536211207111,-Infinity,54.512960334236844,61.25723615759632,61.30787926792878,
cd,org.hibernate.dialect;org.hibernate.sql_NumSetOfElement,2.0,-Infinity,-Infinity,2.0,2.0,2.0,2.0,2.0,-Infinity,2.0,2.0,2.0,
cd,org.hibernate.dialect;org.hibernate.sql_TotNumOfSetOfElement,494.0,-Infinity,-Infinity,789.0,807.0,863.0,1028.0,1176.0,-Infinity,1308.0,1496.0,1507.0,
cd,org.hibernate.cfg;org.hibernate.cfg.annotations;org.hibernate.dialect;org.hibernate.id;org.hibernate.mapping;org.hibernate.tool.hbm2ddl;org.hibernate.hql.internal.antlr;org.hibernate.hql.internal.ast;org.hibernate.hql.internal.ast.util_SeverityScore,-Infinity,-Infinity,-Infinity,516.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.cfg.annotations;org.hibernate.dialect;org.hibernate.id;org.hibernate.mapping;org.hibernate.tool.hbm2ddl;org.hibernate.hql.internal.antlr;org.hibernate.hql.internal.ast;org.hibernate.hql.internal.ast.util_PageRank,-Infinity,-Infinity,-Infinity,105.85274203222808,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.cfg.annotations;org.hibernate.dialect;org.hibernate.id;org.hibernate.mapping;org.hibernate.tool.hbm2ddl;org.hibernate.hql.internal.antlr;org.hibernate.hql.internal.ast;org.hibernate.hql.internal.ast.util_NumSetOfElement,-Infinity,-Infinity,-Infinity,9.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.cfg.annotations;org.hibernate.dialect;org.hibernate.id;org.hibernate.mapping;org.hibernate.tool.hbm2ddl;org.hibernate.hql.internal.antlr;org.hibernate.hql.internal.ast;org.hibernate.hql.internal.ast.util_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,789.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate;org.hibernate.util;org.hibernate.sql;org.hibernate.dialect;org.hibernate.engine;org.hibernate.persister.entity;org.hibernate.pretty;org.hibernate.type;org.hibernate.property_SeverityScore,359.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate;org.hibernate.util;org.hibernate.sql;org.hibernate.dialect;org.hibernate.engine;org.hibernate.persister.entity;org.hibernate.pretty;org.hibernate.type;org.hibernate.property_PageRank,145.08765459594784,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate;org.hibernate.util;org.hibernate.sql;org.hibernate.dialect;org.hibernate.engine;org.hibernate.persister.entity;org.hibernate.pretty;org.hibernate.type;org.hibernate.property_NumSetOfElement,9.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate;org.hibernate.util;org.hibernate.sql;org.hibernate.dialect;org.hibernate.engine;org.hibernate.persister.entity;org.hibernate.pretty;org.hibernate.type;org.hibernate.property_TotNumOfSetOfElement,494.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate;org.hibernate.boot.spi;org.hibernate.internal;org.hibernate.dialect;org.hibernate.hql.spi.id;org.hibernate.engine.spi;org.hibernate.persister.collection;org.hibernate.sql_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,690.0,-Infinity,-Infinity,
cd,org.hibernate;org.hibernate.boot.spi;org.hibernate.internal;org.hibernate.dialect;org.hibernate.hql.spi.id;org.hibernate.engine.spi;org.hibernate.persister.collection;org.hibernate.sql_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,269.628017987611,-Infinity,-Infinity,
cd,org.hibernate;org.hibernate.boot.spi;org.hibernate.internal;org.hibernate.dialect;org.hibernate.hql.spi.id;org.hibernate.engine.spi;org.hibernate.persister.collection;org.hibernate.sql_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,8.0,-Infinity,-Infinity,
cd,org.hibernate;org.hibernate.boot.spi;org.hibernate.internal;org.hibernate.dialect;org.hibernate.hql.spi.id;org.hibernate.engine.spi;org.hibernate.persister.collection;org.hibernate.sql_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1308.0,-Infinity,-Infinity,
ud,org.hibernate.boot.xsd_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,28.0,37.0,
ud,org.hibernate.boot.xsd_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,6.466980370200884,6.348790298307277,
ud,org.hibernate.boot.xsd_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,2.0,2.0,
ud,org.hibernate.boot.xsd_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1496.0,1507.0,
cd,org.hibernate.metamodel.source.annotations;org.hibernate.service;org.hibernate.boot.registry;org.hibernate.service.internal;org.hibernate.metamodel.source;org.hibernate.metamodel;org.hibernate.metamodel.source.internal_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,539.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.metamodel.source.annotations;org.hibernate.service;org.hibernate.boot.registry;org.hibernate.service.internal;org.hibernate.metamodel.source;org.hibernate.metamodel;org.hibernate.metamodel.source.internal_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,86.12617655546069,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.metamodel.source.annotations;org.hibernate.service;org.hibernate.boot.registry;org.hibernate.service.internal;org.hibernate.metamodel.source;org.hibernate.metamodel;org.hibernate.metamodel.source.internal_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,7.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.metamodel.source.annotations;org.hibernate.service;org.hibernate.boot.registry;org.hibernate.service.internal;org.hibernate.metamodel.source;org.hibernate.metamodel;org.hibernate.metamodel.source.internal_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1028.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.tool.hbm2ddl;org.hibernate.hql.internal.antlr;org.hibernate.hql.internal.ast;org.hibernate.hql.internal.ast.tree;org.hibernate.hql.internal.ast.util;org.hibernate.internal.util;org.hibernate.property;org.hibernate.mapping;org.hibernate.persister.entity_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,608.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.tool.hbm2ddl;org.hibernate.hql.internal.antlr;org.hibernate.hql.internal.ast;org.hibernate.hql.internal.ast.tree;org.hibernate.hql.internal.ast.util;org.hibernate.internal.util;org.hibernate.property;org.hibernate.mapping;org.hibernate.persister.entity_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,132.66375309517255,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.tool.hbm2ddl;org.hibernate.hql.internal.antlr;org.hibernate.hql.internal.ast;org.hibernate.hql.internal.ast.tree;org.hibernate.hql.internal.ast.util;org.hibernate.internal.util;org.hibernate.property;org.hibernate.mapping;org.hibernate.persister.entity_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,10.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.tool.hbm2ddl;org.hibernate.hql.internal.antlr;org.hibernate.hql.internal.ast;org.hibernate.hql.internal.ast.tree;org.hibernate.hql.internal.ast.util;org.hibernate.internal.util;org.hibernate.property;org.hibernate.mapping;org.hibernate.persister.entity_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,807.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.mapping;org.hibernate.tool.hbm2ddl_SeverityScore,55.0,-Infinity,-Infinity,148.0,-Infinity,-Infinity,17.0,148.0,228.0,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.mapping;org.hibernate.tool.hbm2ddl_PageRank,14.004729580055837,-Infinity,-Infinity,22.077839414692615,-Infinity,-Infinity,23.821726136347415,26.03304434095701,27.670605058732228,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.mapping;org.hibernate.tool.hbm2ddl_NumSetOfElement,2.0,-Infinity,-Infinity,2.0,-Infinity,-Infinity,2.0,2.0,2.0,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.mapping;org.hibernate.tool.hbm2ddl_TotNumOfSetOfElement,494.0,-Infinity,-Infinity,789.0,-Infinity,-Infinity,1028.0,1176.0,1150.0,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.hql.internal.ast;org.hibernate.loader.hql;org.hibernate.hql.spi_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,286.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.hql.internal.ast;org.hibernate.loader.hql;org.hibernate.hql.spi_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,14.062517066383048,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.hql.internal.ast;org.hibernate.loader.hql;org.hibernate.hql.spi_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,3.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.hql.internal.ast;org.hibernate.loader.hql;org.hibernate.hql.spi_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1028.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.dialect.unique;org.hibernate.mapping;org.hibernate.tool.hbm2ddl;org.hibernate.tool.schema.internal_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,449.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.dialect.unique;org.hibernate.mapping;org.hibernate.tool.hbm2ddl;org.hibernate.tool.schema.internal_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,27.659545999273835,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.dialect.unique;org.hibernate.mapping;org.hibernate.tool.hbm2ddl;org.hibernate.tool.schema.internal_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,4.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.dialect.unique;org.hibernate.mapping;org.hibernate.tool.hbm2ddl;org.hibernate.tool.schema.internal_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1176.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.boot.internal;org.hibernate.boot.model.convert.internal_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,2370.0,2387.0,
