type,smell,apache-cxf-2.0.6,apache-cxf-2.1.1,apache-cxf-2.2.1,apache-cxf-2.3.0,apache-cxf-2.4.0,apache-cxf-2.5.0,apache-cxf-2.6.0,apache-cxf-2.7.0,apache-cxf-3.0.0,apache-cxf-3.1.0,apache-cxf-3.2.0
ud,org.apache.cxf.ws.rm.manager_TotNumOfSetOfElement,329.0,457.0,552.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
ud,org.apache.cxf.binding.corba_SeverityScore,-Infinity,33.0,41.0,43.0,52.0,53.0,58.0,61.0,-Infinity,-Infinity,-Infinity,
ud,org.apache.cxf.binding.corba_PageRank,-Infinity,16.20107822222061,16.763954665554465,16.78566323360376,16.585415941998026,16.65242474864703,16.909527153136395,16.70635127483505,-Infinity,-Infinity,-Infinity,
ud,org.apache.cxf.binding.corba_NumSetOfElement,-Infinity,5.0,5.0,5.0,5.0,5.0,5.0,5.0,-Infinity,-Infinity,-Infinity,
ud,org.apache.cxf.binding.corba_TotNumOfSetOfElement,-Infinity,457.0,552.0,659.0,740.0,738.0,746.0,794.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.ws.security.policy;org.apache.cxf.ws.security.policy.interceptors;org.apache.cxf.ws.security.trust;org.apache.cxf.ws.security.policy.model_SeverityScore,-Infinity,-Infinity,-Infinity,286.0,302.0,349.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.ws.security.policy;org.apache.cxf.ws.security.policy.interceptors;org.apache.cxf.ws.security.trust;org.apache.cxf.ws.security.policy.model_PageRank,-Infinity,-Infinity,-Infinity,8.5221026749788,9.276442105881708,10.398748163650263,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.ws.security.policy;org.apache.cxf.ws.security.policy.interceptors;org.apache.cxf.ws.security.trust;org.apache.cxf.ws.security.policy.model_NumSetOfElement,-Infinity,-Infinity,-Infinity,4.0,4.0,4.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.ws.security.policy;org.apache.cxf.ws.security.policy.interceptors;org.apache.cxf.ws.security.trust;org.apache.cxf.ws.security.policy.model_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,659.0,740.0,738.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.common.i18n;org.apache.cxf.common.util;org.apache.cxf.message;org.apache.cxf.endpoint;org.apache.cxf.phase;org.apache.cxf.interceptor_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,125.0,-Infinity,
cd,org.apache.cxf;org.apache.cxf.common.i18n;org.apache.cxf.common.util;org.apache.cxf.message;org.apache.cxf.endpoint;org.apache.cxf.phase;org.apache.cxf.interceptor_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,60.593893239358216,-Infinity,
cd,org.apache.cxf;org.apache.cxf.common.i18n;org.apache.cxf.common.util;org.apache.cxf.message;org.apache.cxf.endpoint;org.apache.cxf.phase;org.apache.cxf.interceptor_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,7.0,-Infinity,
cd,org.apache.cxf;org.apache.cxf.common.i18n;org.apache.cxf.common.util;org.apache.cxf.message;org.apache.cxf.endpoint;org.apache.cxf.phase;org.apache.cxf.interceptor_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,331.0,-Infinity,
cd,org.apache.cxf.attachment;org.apache.cxf.message;org.apache.cxf.transport;org.apache.cxf.binding;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.frontend;org.apache.cxf.jaxb;org.apache.cxf.jaxb.attachment;org.apache.cxf.interceptor_SeverityScore,-Infinity,-Infinity,372.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.attachment;org.apache.cxf.message;org.apache.cxf.transport;org.apache.cxf.binding;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.frontend;org.apache.cxf.jaxb;org.apache.cxf.jaxb.attachment;org.apache.cxf.interceptor_PageRank,-Infinity,-Infinity,52.04952939962763,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.attachment;org.apache.cxf.message;org.apache.cxf.transport;org.apache.cxf.binding;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.frontend;org.apache.cxf.jaxb;org.apache.cxf.jaxb.attachment;org.apache.cxf.interceptor_NumSetOfElement,-Infinity,-Infinity,10.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.attachment;org.apache.cxf.message;org.apache.cxf.transport;org.apache.cxf.binding;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.frontend;org.apache.cxf.jaxb;org.apache.cxf.jaxb.attachment;org.apache.cxf.interceptor_TotNumOfSetOfElement,-Infinity,-Infinity,552.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs.model.wadl;org.apache.cxf.jaxrs;org.apache.cxf.jaxrs.interceptor;org.apache.cxf.jaxrs.impl;org.apache.cxf.jaxrs.provider_SeverityScore,-Infinity,-Infinity,-Infinity,341.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs.model.wadl;org.apache.cxf.jaxrs;org.apache.cxf.jaxrs.interceptor;org.apache.cxf.jaxrs.impl;org.apache.cxf.jaxrs.provider_PageRank,-Infinity,-Infinity,-Infinity,19.39907792131301,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs.model.wadl;org.apache.cxf.jaxrs;org.apache.cxf.jaxrs.interceptor;org.apache.cxf.jaxrs.impl;org.apache.cxf.jaxrs.provider_NumSetOfElement,-Infinity,-Infinity,-Infinity,5.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs.model.wadl;org.apache.cxf.jaxrs;org.apache.cxf.jaxrs.interceptor;org.apache.cxf.jaxrs.impl;org.apache.cxf.jaxrs.provider_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,659.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.aegis;org.apache.cxf.aegis.type.basic_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,577.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.aegis;org.apache.cxf.aegis.type.basic_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,11.017996188520154,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.aegis;org.apache.cxf.aegis.type.basic_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,2.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.aegis;org.apache.cxf.aegis.type.basic_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,746.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.annotations;org.apache.cxf.service.invoker;org.apache.cxf.transport;org.apache.cxf.ws.addressing;org.apache.cxf.staxutils;org.apache.cxf.helpers_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,121.0,-Infinity,
cd,org.apache.cxf.annotations;org.apache.cxf.service.invoker;org.apache.cxf.transport;org.apache.cxf.ws.addressing;org.apache.cxf.staxutils;org.apache.cxf.helpers_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,36.74482511325024,-Infinity,
cd,org.apache.cxf.annotations;org.apache.cxf.service.invoker;org.apache.cxf.transport;org.apache.cxf.ws.addressing;org.apache.cxf.staxutils;org.apache.cxf.helpers_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,6.0,-Infinity,
cd,org.apache.cxf.annotations;org.apache.cxf.service.invoker;org.apache.cxf.transport;org.apache.cxf.ws.addressing;org.apache.cxf.staxutils;org.apache.cxf.helpers_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,331.0,-Infinity,
ud,org.apache.cxf.jaxws.support_SeverityScore,22.0,30.0,24.0,24.0,27.0,24.0,37.0,39.0,-Infinity,-Infinity,-Infinity,
ud,org.apache.cxf.jaxws.support_PageRank,14.573057647869241,14.891471210865857,12.62761504772754,12.408472216923954,12.603914737238043,13.160564466806065,16.948544088401317,16.80801454570411,-Infinity,-Infinity,-Infinity,
ud,org.apache.cxf.jaxws.support_NumSetOfElement,7.0,7.0,5.0,5.0,5.0,5.0,6.0,6.0,-Infinity,-Infinity,-Infinity,
ud,org.apache.cxf.jaxws.support_TotNumOfSetOfElement,329.0,457.0,552.0,659.0,740.0,738.0,746.0,794.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.interceptor;org.apache.cxf.frontend;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.transport;org.apache.cxf.bus.extension_SeverityScore,215.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.interceptor;org.apache.cxf.frontend;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.transport;org.apache.cxf.bus.extension_PageRank,50.08399115496365,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.interceptor;org.apache.cxf.frontend;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.transport;org.apache.cxf.bus.extension_NumSetOfElement,9.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.interceptor;org.apache.cxf.frontend;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.transport;org.apache.cxf.bus.extension_TotNumOfSetOfElement,329.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.transport;org.apache.cxf.helpers;org.apache.cxf.endpoint_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,95.0,
cd,org.apache.cxf.binding;org.apache.cxf.transport;org.apache.cxf.helpers;org.apache.cxf.endpoint_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,24.690350864328963,
cd,org.apache.cxf.binding;org.apache.cxf.transport;org.apache.cxf.helpers;org.apache.cxf.endpoint_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,4.0,
cd,org.apache.cxf.binding;org.apache.cxf.transport;org.apache.cxf.helpers;org.apache.cxf.endpoint_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,338.0,
cd,org.apache.cxf.binding;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.service.invoker;org.apache.cxf.transport;org.apache.cxf.wsdl;org.apache.cxf.endpoint_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,399.0,506.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.service.invoker;org.apache.cxf.transport;org.apache.cxf.wsdl;org.apache.cxf.endpoint_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,54.7728177878848,55.819257044974165,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.service.invoker;org.apache.cxf.transport;org.apache.cxf.wsdl;org.apache.cxf.endpoint_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,7.0,7.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.service.invoker;org.apache.cxf.transport;org.apache.cxf.wsdl;org.apache.cxf.endpoint_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,740.0,738.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.frontend;org.apache.cxf.feature;org.apache.cxf.endpoint_SeverityScore,-Infinity,-Infinity,314.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.frontend;org.apache.cxf.feature;org.apache.cxf.endpoint_PageRank,-Infinity,-Infinity,37.07720322356318,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.frontend;org.apache.cxf.feature;org.apache.cxf.endpoint_NumSetOfElement,-Infinity,-Infinity,6.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.frontend;org.apache.cxf.feature;org.apache.cxf.endpoint_TotNumOfSetOfElement,-Infinity,-Infinity,552.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.aegis;org.apache.cxf.aegis.type_SeverityScore,-Infinity,-Infinity,-Infinity,638.0,642.0,739.0,-Infinity,686.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.aegis;org.apache.cxf.aegis.type_PageRank,-Infinity,-Infinity,-Infinity,10.909672816616334,10.140997983797554,10.90381486822076,-Infinity,11.110053383328578,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.aegis;org.apache.cxf.aegis.type_NumSetOfElement,-Infinity,-Infinity,-Infinity,2.0,2.0,2.0,-Infinity,2.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.aegis;org.apache.cxf.aegis.type_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,659.0,740.0,738.0,-Infinity,794.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs.impl;org.apache.cxf.jaxrs.provider;org.apache.cxf.jaxrs.client;org.apache.cxf.jaxrs.ext.form;org.apache.cxf.jaxrs.utils;org.apache.cxf.jaxrs.ext_SeverityScore,-Infinity,-Infinity,-Infinity,402.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs.impl;org.apache.cxf.jaxrs.provider;org.apache.cxf.jaxrs.client;org.apache.cxf.jaxrs.ext.form;org.apache.cxf.jaxrs.utils;org.apache.cxf.jaxrs.ext_PageRank,-Infinity,-Infinity,-Infinity,24.122205457016555,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs.impl;org.apache.cxf.jaxrs.provider;org.apache.cxf.jaxrs.client;org.apache.cxf.jaxrs.ext.form;org.apache.cxf.jaxrs.utils;org.apache.cxf.jaxrs.ext_NumSetOfElement,-Infinity,-Infinity,-Infinity,6.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs.impl;org.apache.cxf.jaxrs.provider;org.apache.cxf.jaxrs.client;org.apache.cxf.jaxrs.ext.form;org.apache.cxf.jaxrs.utils;org.apache.cxf.jaxrs.ext_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,659.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.bus.extension;org.apache.cxf.transport_SeverityScore,33.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.bus.extension;org.apache.cxf.transport_PageRank,11.1710144106415,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.bus.extension;org.apache.cxf.transport_NumSetOfElement,2.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.bus.extension;org.apache.cxf.transport_TotNumOfSetOfElement,329.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.transport;org.apache.cxf.binding;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.frontend_SeverityScore,-Infinity,234.0,295.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.transport;org.apache.cxf.binding;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.frontend_PageRank,-Infinity,26.056501927632723,26.724121381069928,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.transport;org.apache.cxf.binding;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.frontend_NumSetOfElement,-Infinity,5.0,5.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.transport;org.apache.cxf.binding;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.frontend_TotNumOfSetOfElement,-Infinity,457.0,552.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.aegis.type.basic;org.apache.cxf.aegis.type.mtom_SeverityScore,-Infinity,-Infinity,119.0,25.0,85.0,162.0,194.0,17.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.aegis.type.basic;org.apache.cxf.aegis.type.mtom_PageRank,-Infinity,-Infinity,6.430518156551119,6.370826015995949,6.172030379915434,6.488548418273437,6.497507787621716,6.761505669771169,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.aegis.type.basic;org.apache.cxf.aegis.type.mtom_NumSetOfElement,-Infinity,-Infinity,2.0,2.0,2.0,2.0,2.0,2.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.aegis.type.basic;org.apache.cxf.aegis.type.mtom_TotNumOfSetOfElement,-Infinity,-Infinity,552.0,659.0,740.0,738.0,746.0,794.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.common.util;org.apache.cxf.helpers;org.apache.cxf.message;org.apache.cxf.interceptor;org.apache.cxf.databinding_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,496.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.common.util;org.apache.cxf.helpers;org.apache.cxf.message;org.apache.cxf.interceptor;org.apache.cxf.databinding_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,88.73685810112738,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.common.util;org.apache.cxf.helpers;org.apache.cxf.message;org.apache.cxf.interceptor;org.apache.cxf.databinding_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,6.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.common.util;org.apache.cxf.helpers;org.apache.cxf.message;org.apache.cxf.interceptor;org.apache.cxf.databinding_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,794.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.io;org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.transport;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.message;org.apache.cxf.helpers_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,128.0,
cd,org.apache.cxf.io;org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.transport;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.message;org.apache.cxf.helpers_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,50.49997101056377,
cd,org.apache.cxf.io;org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.transport;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.message;org.apache.cxf.helpers_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,8.0,
cd,org.apache.cxf.io;org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.transport;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.message;org.apache.cxf.helpers_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,338.0,
cd,org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.binding;org.apache.cxf.endpoint;org.apache.cxf.phase;org.apache.cxf.service;org.apache.cxf.service.model;org.apache.cxf.wsdl;org.apache.cxf.transport;org.apache.cxf.ws.addressing_SeverityScore,-Infinity,-Infinity,-Infinity,507.0,458.0,570.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.binding;org.apache.cxf.endpoint;org.apache.cxf.phase;org.apache.cxf.service;org.apache.cxf.service.model;org.apache.cxf.wsdl;org.apache.cxf.transport;org.apache.cxf.ws.addressing_PageRank,-Infinity,-Infinity,-Infinity,96.02446323386089,101.81824696326902,104.27665912648473,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.binding;org.apache.cxf.endpoint;org.apache.cxf.phase;org.apache.cxf.service;org.apache.cxf.service.model;org.apache.cxf.wsdl;org.apache.cxf.transport;org.apache.cxf.ws.addressing_NumSetOfElement,-Infinity,-Infinity,-Infinity,10.0,10.0,10.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.binding;org.apache.cxf.endpoint;org.apache.cxf.phase;org.apache.cxf.service;org.apache.cxf.service.model;org.apache.cxf.wsdl;org.apache.cxf.transport;org.apache.cxf.ws.addressing_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,659.0,740.0,738.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding.soap;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.frontend;org.apache.cxf.feature;org.apache.cxf.endpoint;org.apache.cxf.ws.addressing;org.apache.cxf.binding.soap.model_SeverityScore,-Infinity,-Infinity,347.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding.soap;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.frontend;org.apache.cxf.feature;org.apache.cxf.endpoint;org.apache.cxf.ws.addressing;org.apache.cxf.binding.soap.model_PageRank,-Infinity,-Infinity,40.8152025351628,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
