type,smell,apache-cxf-2.0.6,apache-cxf-2.1.1,apache-cxf-2.2.1,apache-cxf-2.3.0,apache-cxf-2.4.0,apache-cxf-2.5.0,apache-cxf-2.6.0,apache-cxf-2.7.0,apache-cxf-3.0.0,apache-cxf-3.1.0,apache-cxf-3.2.0
cd,org.apache.cxf.jaxrs.ext;org.apache.cxf.jaxrs.impl;org.apache.cxf.jaxrs.model;org.apache.cxf.jaxrs.utils;org.apache.cxf.jaxrs.provider;org.apache.cxf.jaxrs.model.wadl_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,6.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs.ext;org.apache.cxf.jaxrs.impl;org.apache.cxf.jaxrs.model;org.apache.cxf.jaxrs.utils;org.apache.cxf.jaxrs.provider;org.apache.cxf.jaxrs.model.wadl_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,746.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.endpoint;org.apache.cxf.phase;org.apache.cxf.transport;org.apache.cxf.ws.addressing;org.apache.cxf.wsdl;org.apache.cxf.helpers;org.apache.cxf.message_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,580.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.endpoint;org.apache.cxf.phase;org.apache.cxf.transport;org.apache.cxf.ws.addressing;org.apache.cxf.wsdl;org.apache.cxf.helpers;org.apache.cxf.message_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,113.582741714913,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.endpoint;org.apache.cxf.phase;org.apache.cxf.transport;org.apache.cxf.ws.addressing;org.apache.cxf.wsdl;org.apache.cxf.helpers;org.apache.cxf.message_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,9.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.endpoint;org.apache.cxf.phase;org.apache.cxf.transport;org.apache.cxf.ws.addressing;org.apache.cxf.wsdl;org.apache.cxf.helpers;org.apache.cxf.message_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,794.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.frontend;org.apache.cxf.transport.http;org.apache.cxf.ws.policy;org.apache.cxf.service.factory;org.apache.cxf.service.invoker_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,356.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.frontend;org.apache.cxf.transport.http;org.apache.cxf.ws.policy;org.apache.cxf.service.factory;org.apache.cxf.service.invoker_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,31.985104973359675,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.frontend;org.apache.cxf.transport.http;org.apache.cxf.ws.policy;org.apache.cxf.service.factory;org.apache.cxf.service.invoker_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,5.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.frontend;org.apache.cxf.transport.http;org.apache.cxf.ws.policy;org.apache.cxf.service.factory;org.apache.cxf.service.invoker_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,740.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding.http;org.apache.cxf.binding.http.strategy_SeverityScore,9.0,15.0,102.0,5.0,72.0,144.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding.http;org.apache.cxf.binding.http.strategy_PageRank,3.7733832489885226,3.6651806687274613,3.5593654118515383,3.5534764276679267,3.6117677693386283,3.646594782129409,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding.http;org.apache.cxf.binding.http.strategy_NumSetOfElement,2.0,2.0,2.0,2.0,2.0,2.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding.http;org.apache.cxf.binding.http.strategy_TotNumOfSetOfElement,329.0,457.0,552.0,659.0,740.0,738.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs;org.apache.cxf.jaxrs.ext;org.apache.cxf.jaxrs.impl;org.apache.cxf.jaxrs.provider;org.apache.cxf.jaxrs.model.wadl_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,345.0,430.0,-Infinity,417.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs;org.apache.cxf.jaxrs.ext;org.apache.cxf.jaxrs.impl;org.apache.cxf.jaxrs.provider;org.apache.cxf.jaxrs.model.wadl_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,23.09867017246685,23.650013923721318,-Infinity,25.679719305580306,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs;org.apache.cxf.jaxrs.ext;org.apache.cxf.jaxrs.impl;org.apache.cxf.jaxrs.provider;org.apache.cxf.jaxrs.model.wadl_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,5.0,5.0,-Infinity,5.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs;org.apache.cxf.jaxrs.ext;org.apache.cxf.jaxrs.impl;org.apache.cxf.jaxrs.provider;org.apache.cxf.jaxrs.model.wadl_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,740.0,738.0,-Infinity,794.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.service.invoker;org.apache.cxf.frontend;org.apache.cxf.transport.http;org.apache.cxf.ws.policy;org.apache.cxf.binding.soap;org.apache.cxf.endpoint_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,439.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.service.invoker;org.apache.cxf.frontend;org.apache.cxf.transport.http;org.apache.cxf.ws.policy;org.apache.cxf.binding.soap;org.apache.cxf.endpoint_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,58.840099946437135,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.service.invoker;org.apache.cxf.frontend;org.apache.cxf.transport.http;org.apache.cxf.ws.policy;org.apache.cxf.binding.soap;org.apache.cxf.endpoint_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,9.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.service.invoker;org.apache.cxf.frontend;org.apache.cxf.transport.http;org.apache.cxf.ws.policy;org.apache.cxf.binding.soap;org.apache.cxf.endpoint_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,740.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.annotations;org.apache.cxf.service.invoker;org.apache.cxf.helpers;org.apache.cxf.message;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.transport_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,138.0,
cd,org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.annotations;org.apache.cxf.service.invoker;org.apache.cxf.helpers;org.apache.cxf.message;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.transport_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,51.42778723566469,
cd,org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.annotations;org.apache.cxf.service.invoker;org.apache.cxf.helpers;org.apache.cxf.message;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.transport_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,9.0,
cd,org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.annotations;org.apache.cxf.service.invoker;org.apache.cxf.helpers;org.apache.cxf.message;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.transport_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,338.0,
ud,org.apache.cxf.bus.extension_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,13.0,15.0,8.0,9.0,5.0,
ud,org.apache.cxf.bus.extension_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,3.645990716501173,3.6212257691309313,6.555848824935582,6.648271469826787,6.853083996287673,
ud,org.apache.cxf.bus.extension_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,2.0,2.0,3.0,3.0,3.0,
ud,org.apache.cxf.bus.extension_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,746.0,794.0,323.0,331.0,338.0,
cd,org.apache.cxf.service.model;org.apache.cxf.wsdl_SeverityScore,-Infinity,36.0,140.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.service.model;org.apache.cxf.wsdl_PageRank,-Infinity,29.613847635797672,29.471482124803536,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.service.model;org.apache.cxf.wsdl_NumSetOfElement,-Infinity,2.0,2.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.service.model;org.apache.cxf.wsdl_TotNumOfSetOfElement,-Infinity,457.0,552.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.tools.wsdlto.frontend.jaxws.processor.internal;org.apache.cxf.tools.wsdlto.frontend.jaxws.processor.internal.mapper_SeverityScore,257.0,370.0,444.0,635.0,640.0,738.0,602.0,685.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.tools.wsdlto.frontend.jaxws.processor.internal;org.apache.cxf.tools.wsdlto.frontend.jaxws.processor.internal.mapper_PageRank,3.025446644716151,3.1551763945748736,3.365599216630195,3.4223229865641285,3.3274252713980426,3.546010180961148,3.5538590938251464,3.550137033011187,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.tools.wsdlto.frontend.jaxws.processor.internal;org.apache.cxf.tools.wsdlto.frontend.jaxws.processor.internal.mapper_NumSetOfElement,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.tools.wsdlto.frontend.jaxws.processor.internal;org.apache.cxf.tools.wsdlto.frontend.jaxws.processor.internal.mapper_TotNumOfSetOfElement,329.0,457.0,552.0,659.0,740.0,738.0,746.0,794.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs.impl;org.apache.cxf.jaxrs.provider;org.apache.cxf.jaxrs.model.wadl_SeverityScore,-Infinity,-Infinity,-Infinity,203.0,-Infinity,-Infinity,312.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs.impl;org.apache.cxf.jaxrs.provider;org.apache.cxf.jaxrs.model.wadl_PageRank,-Infinity,-Infinity,-Infinity,17.072091614235944,-Infinity,-Infinity,15.492720525830277,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs.impl;org.apache.cxf.jaxrs.provider;org.apache.cxf.jaxrs.model.wadl_NumSetOfElement,-Infinity,-Infinity,-Infinity,3.0,-Infinity,-Infinity,3.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs.impl;org.apache.cxf.jaxrs.provider;org.apache.cxf.jaxrs.model.wadl_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,659.0,-Infinity,-Infinity,746.0,-Infinity,-Infinity,-Infinity,-Infinity,
ud,org.apache.cxf.tools.common.toolspec_SeverityScore,24.0,34.0,39.0,41.0,47.0,39.0,42.0,45.0,-Infinity,-Infinity,-Infinity,
ud,org.apache.cxf.tools.common.toolspec_PageRank,5.336978720095922,5.518569046875022,5.566166912182119,5.693272009038175,5.7426612005017725,4.3822192583534045,4.283184361335479,4.2588593952179155,-Infinity,-Infinity,-Infinity,
ud,org.apache.cxf.tools.common.toolspec_NumSetOfElement,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,-Infinity,-Infinity,-Infinity,
ud,org.apache.cxf.tools.common.toolspec_TotNumOfSetOfElement,329.0,457.0,552.0,659.0,740.0,738.0,746.0,794.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.phase;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.binding;org.apache.cxf.service;org.apache.cxf.endpoint;org.apache.cxf.feature_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,136.0,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.phase;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.binding;org.apache.cxf.service;org.apache.cxf.endpoint;org.apache.cxf.feature_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,45.61208508261963,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.phase;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.binding;org.apache.cxf.service;org.apache.cxf.endpoint;org.apache.cxf.feature_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,9.0,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.interceptor;org.apache.cxf.phase;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.binding;org.apache.cxf.service;org.apache.cxf.endpoint;org.apache.cxf.feature_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,323.0,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs.ext;org.apache.cxf.jaxrs.model;org.apache.cxf.jaxrs.impl.tl;org.apache.cxf.jaxrs.ext.search;org.apache.cxf.jaxrs.utils;org.apache.cxf.jaxrs.impl_SeverityScore,-Infinity,-Infinity,-Infinity,407.0,373.0,473.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs.ext;org.apache.cxf.jaxrs.model;org.apache.cxf.jaxrs.impl.tl;org.apache.cxf.jaxrs.ext.search;org.apache.cxf.jaxrs.utils;org.apache.cxf.jaxrs.impl_PageRank,-Infinity,-Infinity,-Infinity,21.081169206826864,23.000009355477296,23.179027072559137,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs.ext;org.apache.cxf.jaxrs.model;org.apache.cxf.jaxrs.impl.tl;org.apache.cxf.jaxrs.ext.search;org.apache.cxf.jaxrs.utils;org.apache.cxf.jaxrs.impl_NumSetOfElement,-Infinity,-Infinity,-Infinity,6.0,6.0,6.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs.ext;org.apache.cxf.jaxrs.model;org.apache.cxf.jaxrs.impl.tl;org.apache.cxf.jaxrs.ext.search;org.apache.cxf.jaxrs.utils;org.apache.cxf.jaxrs.impl_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,659.0,740.0,738.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.frontend;org.apache.cxf.binding.soap;org.apache.cxf.binding.soap.jms.interceptor;org.apache.cxf.endpoint_SeverityScore,-Infinity,-Infinity,-Infinity,444.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.frontend;org.apache.cxf.binding.soap;org.apache.cxf.binding.soap.jms.interceptor;org.apache.cxf.endpoint_PageRank,-Infinity,-Infinity,-Infinity,38.06243590428173,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.frontend;org.apache.cxf.binding.soap;org.apache.cxf.binding.soap.jms.interceptor;org.apache.cxf.endpoint_NumSetOfElement,-Infinity,-Infinity,-Infinity,7.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.frontend;org.apache.cxf.binding.soap;org.apache.cxf.binding.soap.jms.interceptor;org.apache.cxf.endpoint_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,659.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.endpoint;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.frontend_SeverityScore,-Infinity,-Infinity,-Infinity,351.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.endpoint;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.frontend_PageRank,-Infinity,-Infinity,-Infinity,34.69207282156258,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.endpoint;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.frontend_NumSetOfElement,-Infinity,-Infinity,-Infinity,5.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.endpoint;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.frontend_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,659.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.service.invoker;org.apache.cxf.frontend;org.apache.cxf.transport.http;org.apache.cxf.wsdl;org.apache.cxf.endpoint_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,424.0,533.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.service.invoker;org.apache.cxf.frontend;org.apache.cxf.transport.http;org.apache.cxf.wsdl;org.apache.cxf.endpoint_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,58.83404207339265,58.722739911281025,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.service.invoker;org.apache.cxf.frontend;org.apache.cxf.transport.http;org.apache.cxf.wsdl;org.apache.cxf.endpoint_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,8.0,8.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.wsdl11;org.apache.cxf.service.factory;org.apache.cxf.service.invoker;org.apache.cxf.frontend;org.apache.cxf.transport.http;org.apache.cxf.wsdl;org.apache.cxf.endpoint_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,740.0,738.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.ws.addressing.impl;org.apache.cxf.ws.addressing.soap_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,197.0,13.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.ws.addressing.impl;org.apache.cxf.ws.addressing.soap_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,4.8868783338001425,4.878653881405022,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.ws.addressing.impl;org.apache.cxf.ws.addressing.soap_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,2.0,2.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.ws.addressing.impl;org.apache.cxf.ws.addressing.soap_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,746.0,794.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.wsdl;org.apache.cxf.transport;org.apache.cxf.service;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.workqueue_SeverityScore,-Infinity,271.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.wsdl;org.apache.cxf.transport;org.apache.cxf.service;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.workqueue_PageRank,-Infinity,52.56116918249418,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.wsdl;org.apache.cxf.transport;org.apache.cxf.service;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.workqueue_NumSetOfElement,-Infinity,7.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf;org.apache.cxf.wsdl;org.apache.cxf.transport;org.apache.cxf.service;org.apache.cxf.service.model;org.apache.cxf.ws.addressing;org.apache.cxf.workqueue_TotNumOfSetOfElement,-Infinity,457.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.endpoint;org.apache.cxf.interceptor;org.apache.cxf.wsdl;org.apache.cxf.transport;org.apache.cxf.message_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,489.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.endpoint;org.apache.cxf.interceptor;org.apache.cxf.wsdl;org.apache.cxf.transport;org.apache.cxf.message_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,62.213487762508755,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.endpoint;org.apache.cxf.interceptor;org.apache.cxf.wsdl;org.apache.cxf.transport;org.apache.cxf.message_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,6.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.binding;org.apache.cxf.endpoint;org.apache.cxf.interceptor;org.apache.cxf.wsdl;org.apache.cxf.transport;org.apache.cxf.message_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,746.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.interceptor;org.apache.cxf.service.model;org.apache.cxf.ws.addressing_SeverityScore,122.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.interceptor;org.apache.cxf.service.model;org.apache.cxf.ws.addressing_PageRank,28.970884307014455,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.interceptor;org.apache.cxf.service.model;org.apache.cxf.ws.addressing_NumSetOfElement,3.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.interceptor;org.apache.cxf.service.model;org.apache.cxf.ws.addressing_TotNumOfSetOfElement,329.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs;org.apache.cxf.jaxrs.lifecycle;org.apache.cxf.jaxrs.utils;org.apache.cxf.jaxrs.ext;org.apache.cxf.jaxrs.interceptor;org.apache.cxf.jaxrs.impl_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,369.0,468.0,-Infinity,489.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs;org.apache.cxf.jaxrs.lifecycle;org.apache.cxf.jaxrs.utils;org.apache.cxf.jaxrs.ext;org.apache.cxf.jaxrs.interceptor;org.apache.cxf.jaxrs.impl_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,21.14528310469795,21.497980036448467,-Infinity,25.706831633657345,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs;org.apache.cxf.jaxrs.lifecycle;org.apache.cxf.jaxrs.utils;org.apache.cxf.jaxrs.ext;org.apache.cxf.jaxrs.interceptor;org.apache.cxf.jaxrs.impl_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,6.0,6.0,-Infinity,6.0,-Infinity,-Infinity,-Infinity,
cd,org.apache.cxf.jaxrs;org.apache.cxf.jaxrs.lifecycle;org.apache.cxf.jaxrs.utils;org.apache.cxf.jaxrs.ext;org.apache.cxf.jaxrs.interceptor;org.apache.cxf.jaxrs.impl_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,740.0,738.0,-Infinity,794.0,-Infinity,-Infinity,-Infinity,
ud,org.apache.cxf.jaxrs.ext.form_SeverityScore,-Infinity,-Infinity,74.0,81.0,88.0,90.0,92.0,94.0,-Infinity,-Infinity,-Infinity,
ud,org.apache.cxf.jaxrs.ext.form_PageRank,-Infinity,-Infinity,4.439243532516811,10.64883261166212,11.512678170601395,11.704851457942404,12.310950422302135,15.493409368088592,-Infinity,-Infinity,-Infinity,
ud,org.apache.cxf.jaxrs.ext.form_NumSetOfElement,-Infinity,-Infinity,2.0,3.0,3.0,3.0,3.0,3.0,-Infinity,-Infinity,-Infinity,
ud,org.apache.cxf.jaxrs.ext.form_TotNumOfSetOfElement,-Infinity,-Infinity,552.0,659.0,740.0,738.0,746.0,794.0,-Infinity,-Infinity,-Infinity,
ud,org.apache.cxf.ws.rm.manager_SeverityScore,29.0,40.0,48.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
ud,org.apache.cxf.ws.rm.manager_PageRank,6.094180545189587,5.905571868176966,6.635577180436227,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
ud,org.apache.cxf.ws.rm.manager_NumSetOfElement,2.0,2.0,2.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
